Copyright Central Council of Church Bell Ringers, December 2011
Delight Minor methods

No.	Name	Notation	hl	le	lh	Tower bells	Place	Handbells	RW ref
13113	Kneesall	-36-16-56-36.12-12.	36	12	e				69/594
13114	Upton	-36-16-56-36.12-12.	36	16	h	1999-04-13	Hartfield		69/594 99/460
13115	Thurgaton	-36-16-56-36.12-12.	56	12	165324				69/594
13116	Carew	-36-16-56-36.12-14.	36	16	m				94/240
13117	Iron	-36-16-56-36.12-14.	56	16	134625				04/1258
13118	Manorbier	-36-16-56-36.12-34.	16	16	m				94/331
13119	Gunthorpe	-36-16-56-36.12-34.	56	12	165324				69/594
13120	Droitwich	-36-16-56-36.14-12.	56	12	b	1979-06-23	Droitwich, St Peter		79/642
13121	Chlorine	-36-16-56-36.14-14.	56	12	165324				04/1190
13122	Ripple	-36-16-56-36.14-34.	56	12	b	1982-05-22	Ripple		82/513
13123	St Matthias	-56-14-12-16-12-	16	16	152364				
13124	Doddinghurst	-56-14-12-16-12-	36	12	136245				83/777
13125	Winthorpe	-56-14-12-16-12-	56	12	a				69/370
13126	Lord Herschell	-56-14-12-16-14-	16	14	146325				65/467
13127	Arbroath	-56-14-12-16-14-	36	12	e				65/883
13128	Professor Moriarty	-56-14-12-16-14-	36	16	h				11/185
13129	Swindon Village	-56-14-12-16-14-	56	12	142563				91/476
13130	MMCCXXIV	-56-14-12-16-34-	16	16	134625				10/501
13131	Wollaton	-56-14-12-16-34-	56	12	a				69/370
13132	Attenborough	-56-14-12-16.34-12.	56	12	a				69/370
13133	Xmas Tree	-56-14-12-16.34-14.	36	12	b				01/277
13134	Water	-56-14-12-16.34-14.	36	14	135642				04/856
13135	Victorious	-56-14-12-16.34-14.	36	16	g				01/277
13136	Helium	-56-14-12-16.34-14.	56	14	145362				04/856
13137	Needwood Forest	-56-14-12-16.34-34.	16	12	b				93/226 288
13138	Rosliston	-56-14-12-16.34-34.	16	16	g				03/662
13139	Aspley	-56-14-12-16.34-34.	56	12	a				69/370
13140	Ununpentium	-56-14-1256-16-12-	56	12	136245				06/428
13141	Ununhexium	-56-14-1256-16-14-	56	12	f				06/428
13142	Ununseptium	-56-14-1256-16-34-	56	12	136245				06/428
13143	Ununoctium	-56-14-1256-16.34-12.	56	12	136245				06/428
13144	Aluminum	-56-14-1256-16.34-14.	56	14	146325				06/428
13145	Alf	-56-14-1256-16.34-34.	56	12	136245				06/428
13146	Invergordon	-56-14-56-16-12-	16	12	154632				03/668
13147	Pettistree	-56-14-56-16-12-	16	16	165243	1996-03-16	Pettistree		96/20 493
13148	Ferrum	-56-14-56-16-12-	56	14	146325				04/1258
13149	Dumbleton	-56-14-56-16-12-	56	16	146532				75/362
13150	Lockheed Tristar	-56-14-56-16-14-	16	12	a				86/1045 87/43
13151	Taylor	-56-14-56-16-14-	56	12	f	1978-05-26	Speen		74/797 78/521
13152	SDG	-56-14-56-16-14-	56	16	l				09/826
13153	Wenessa	-56-14-56-16-34-	16	16	134625				96/1202
13154	Westminster	-56-14-56-16-34-	36	16	m				
13155	Cobalt	-56-14-56-16-34-	56	14	146325				04/1258
13156	Branton	-56-14-56-16-34-	56	16	146532				65/230
13157	Xerophilous	-56-14-56-16.1234.14-	56	12	f	2003-08-08	Brafield-on-the-Green		03/833
13158	Duston	-56-14-56-16.14-12.	56	12	f	2001-11-23	Duston		01/1242
13159	Great Easton	-56-14-56-16.14-34.	56	12	f	2001-11-30	Great Easton (Leics)		01/1272
13160	Strata Florida	-56-14-56-16.34-12.	36	16	m				96/938
13161	Silicon	-56-14-56-16.34-12.	56	14	146325				04/1191
13162	Beckford	-56-14-56-16.34-12.	56	16	146532				75/362 466
13163	Zuzzex	-56-14-56-16.34-14.	36	12	b	1999-11-09	Hartfield		99/936 1190
13164	Nickel	-56-14-56-16.34-14.	56	12	136245				04/1258
13165	Twywell	-56-14-56-16.34-34.	16	12	b				97/623
13166	Finale	-56-14-56-16.34-34.	16	16	g				03/806
13167	Copper	-56-14-56-16.34-34.	56	14	146325				04/1258
13168	Ashchurch	-56-14-56-16.34-34.	56	16	146532				75/362
13169	Sully	-56-1456-12-16-12-	16	14	162534				
13170	Bright	-56-1456-12-16-12-	36	12	a				87/175
13171	Corse	-56-1456-12-16-12-	56	12	136245				74/797
13172	Horsham St Faith	-56-1456-12-16-12.1234.	56	12	136245				04/1237
13173	Mothering Sunday	-56-1456-12-16-14-	36	12	154632				02/369
13174	Elizabeth of Glamis	-56-1456-12-16-14-	36	16	165243				02/627
13175	Viskaldix	-56-1456-12-16-14-	56	12	f				93/331
13176	Gallini	-56-1456-12-16-14-	56	16	l				99/953
13177	Aspall	-56-1456-12-16-34-	16	16	134625				11/1018
13178	Staunton	-56-1456-12-16-34-	56	12	136245				74/797
13179	Claremont	-56-1456-12-16.12-12.	56	12	136245				05/601
13180	Kensa Forth an Vledhen	-56-1456-12-16.12.1234.34.	56	12	136245				03/159
13181	Glinton	-56-1456-12-16.1234.14-	56	12	f	2003-07-12	Glinton		03/733
13182	Corby	-56-1456-12-16.14-12.	56	12	f	2002-05-06	Corby		02/524
13183	Isham	-56-1456-12-16.14-34.	56	12	f	2001-09-14	Isham		01/997
13184	Flore	-56-1456-12-16.14.1234.34.	56	12	f	2002-07-05	Flore		02/765
13185	Hasfield	-56-1456-12-16.34-12.	56	12	136245				74/797
13186	Redmarley D'Abitot	-56-1456-12-16.34-14.	36	12	165324				03/519
13187	Boron	-56-1456-12-16.34-14.	56	14	146325				04/856
13188	Air	-56-1456-12-16.34-14.	56	16	146532				04/856
13189	Hartpury	-56-1456-12-16.34-34.	16	12	165324				03/519
13190	Ashleworth	-56-1456-12-16.34-34.	56	12	136245				74/797 1001
13191	Amethyst	-56-1456-1256-16-12-	56	12	a				06/429
13192	Aquamarine	-56-1456-1256-16-14-	56	12	142563				06/429
13193	Francium	-56-1456-1256-16-34-	56	12	a				05/431
13194	Radium	-56-1456-1256-16.34-12.	56	12	a				05/431
13195	Bloodstone	-56-1456-1256-16.34-14.	56	14	145362				06/429
13196	Actinium	-56-1456-1256-16.34-34.	56	12	a				05/431
13197	Caddington Minor	-56-1456-56-16-12-	16	12	e				96/18
13198	Aberaeron	-56-1456-56-16-12-	16	16	h				96/995
13199	Tregaron	-56-1456-56-16-12-	36	16	146532				97/382
13200	Gloria	-56-1456-56-16-12-	56	14	145362				94/126
13201	Naughty Nessa	-56-1456-56-16-14-	16	12	136245	1991-07-20	Willesborough		91/792
13202	Sir Ronald Matthews	-56-1456-56-16-14-	36	16	152364				84/414
13203	Heffalump	-56-1456-56-16-14-	56	12	142563				86/595
13204	Trystan	-56-1456-56-16-34-	16	16	134625				96/1202
13205	Melyndruckya	-56-1456-56-16-34-	36	16	m				95/322 487
13206	Noel	-56-1456-56-16-34-	56	14	145362				94/95 146
13207	D-Band	-56-1456-56-16.34-12.	36	16	m	1980-11-10	North Stoneham		80/1054
13208	Excelsis	-56-1456-56-16.34-12.	56	14	145362				94/126
13209	Cuprum	-56-1456-56-16.34-14.	56	12	a				04/1258
13210	Kelmarsh	-56-1456-56-16.34-34.	16	12	165324				97/906
13211	Jingle Bells	-56-1456-56-16.34-34.	56	14	145362				94/95
13212	Indian Garden	-56-16-12-1236-12-	16	16	152364				93/1137
13213	Tollerton	-56-16-12-1236-12-	36	12	142563				69/594
13214	Misterton	-56-16-12-1236-12-	56	16	134625				69/993
13215	St Nicholas	-56-16-12-1236-14-	16	12	a				93/735
13216	Cubley Brook	-56-16-12-1236-14-	36	12	136245				93/168
13217	Gresley	-56-16-12-1236-14-	56	12	b	1992-02-29	Church Gresley		92/242 353
13218	Ivy	-56-16-12-1236-14-	56	16	g				92/681
13219	'Stone	-56-16-12-1236-34-	16	12	154632				93/115
13220	Star of Bethlehem	-56-16-12-1236-34-	36	12	f				93/160
13221	Holy Trinity	-56-16-12-1236-34-	36	16	l				88/146
13222	Walkeringham	-56-16-12-1236-34-	56	16	134625				69/993
13223	Lord Elgin	-56-16-12-36-12-	16	12	e				65/467
13224	Doncaster	-56-16-12-36-12-	16	16	h				65/262
13225	Cropwell Butler	-56-16-12-36-12-	36	12	142563				69/594
13226	Stockwith	-56-16-12-36-12-	56	16	134625				69/993
13227	Symphony	-56-16-12-36-14-	36	14	146325				
13228	Cumberworth	-56-16-12-36-14-	36	16	146532				86/412
13229	Maltby	-56-16-12-36-14-	56	12	165324				81/212
13230	Big York Hangover	-56-16-12-36-34-	16	14	162534				01/228
13231	Chalford	-56-16-12-36-34-	36	12	f				92/652
13232	Honeywell	-56-16-12-36-34-	36	16	l				87/1114
13233	Finningley	-56-16-12-36-34-	56	16	134625				69/993
13234	Tithby	-56-16-12-36.12-12.	36	12	142563				69/594
13235	Eaton	-56-16-12-36.12-12.	56	16	134625				69/993
13236	Red Light	-56-16-12-36.12-14.	36	12	154632				02/277
13237	Hawkridge	-56-16-12-36.12-14.	56	12	b				74/777
13238	Xanadu	-56-16-12-36.12-14.	56	16	g				11/969
13239	Pam's Retirement	-56-16-12-36.12-34.	16	12	154632				02/444
13240	Rosemary's Return	-56-16-12-36.12-34.	16	16	165243				02/444
13241	Wysall	-56-16-12-36.12-34.	56	16	134625				69/993
13242	Clwyd	-56-16-12-36.14-12.	56	12	165324				80/296
13243	Lapal	-56-16-12-36.14-14.	56	16	134625				02/713
13244	Dyfed	-56-16-12-36.14-34.	56	12	165324				80/296
13245	Thorium	-56-16-1256-1236-12-	56	12	142563				05/431
13246	Rock Crystal	-56-16-1256-1236-14-	36	14	146325				06/429
13247	Protactinium	-56-16-1256-1236-34-	56	12	142563				05/431
13248	Emerald	-56-16-1256-36-12-	56	12	142563				06/429
13249	Chrysoprase	-56-16-1256-36-14-	36	12	136245				06/429
13250	Pearl	-56-16-1256-36-34-	56	12	142563				06/429
13251	Moonstone	-56-16-1256-36.12-12.	56	12	142563				06/429
13252	Agate	-56-16-1256-36.12-14.	36	12	154632				06/429
13253	Wax	-56-16-1256-36.12-34.	56	12	142563				06/429
13254	Uranium	-56-16-1256-36.14-12.	36	14	162534				05/431
13255	Cornelian	-56-16-1256-36.14-14.	56	12	142563				06/429
13256	Peridot	-56-16-1256-36.14-34.	36	12	165324				06/429
13257	Widmerpool	-56-16-56-1236-12-	36	16	134625				69/993
13258	Heath	-56-16-56-1236-12-	56	12	142563				72/144
13259	Raglan	-56-16-56-1236-14-	16	12	b				96/1204
13260	White Castle	-56-16-56-1236-14-	16	16	g				96/1204
13261	Tangley	-56-16-56-1236-14-	36	12	136245				02/256
13262	We're still single and it's a	-56-16-56-1236-14-	56	12	a				96/623
13263	All Right	-56-16-56-1236-34-	36	12	f				99/198
13264	Folkington	-56-16-56-1236-34-	36	16	l				99/661
13265	Pildacre	-56-16-56-1236-34-	56	12	142563				72/144
13266	Tantallon	-56-16-56-36-12-	16	16	m				94/313
13267	Sibthorpe	-56-16-56-36-12-	36	16	134625				69/993
13268	Warmfield	-56-16-56-36-12-	56	12	142563				72/144
13269	Norman's	-56-16-56-36-14-	16	12	165324				91/769
13270	North	-56-16-56-36-14-	56	14	145362				
13271	Tom's Christening	-56-16-56-36-34-	16	12	154632				00/51
13272	Archer's Flight	-56-16-56-36-34-	16	16	165243				98/274
13273	Bootle	-56-16-56-36-34-	36	12	f				64/839
13274	St Anne's Pleasure	-56-16-56-36-34-	36	14	164235				65/611
13275	Chartley	-56-16-56-36-34-	36	16	l				96/789
13276	Kingsway	-56-16-56-36-34-	56	12	142563				72/144
13277	Ratcliffe	-56-16-56-36.12-12.	36	16	134625				69/993
13278	Brathay	-56-16-56-36.12-12.	56	12	142563				72/144
13279	Zinc	-56-16-56-36.12-14.	56	12	a				04/1258
13280	Springstone	-56-16-56-36.12-34.	56	12	142563				72/144
13281	Gallium	-56-16-56-36.14-12.	56	14	145362				04/1258
13282	Shrewley	-56-16-56-36.14-14.	56	12	142563				02/713
13283	Germanium	-56-16-56-36.14-34.	56	14	145362				04/1258
13284	Callum	34-34.14-12-16-12-	36	12	a				09/1001
13285	Jubilee	34-34.14-12-16-12-	56	12	136245	1977-05-28	Ludgershall (Wilts)		77/611
13286	Mt Nameless	34-34.14-12-16-12.1234.	56	12	136245				09/1245
13287	Something Not Terribly Original	34-34.14-12-16-14-	56	12	f				11/1118
13288	East Intercourse Island	34-34.14-12-16-34-	56	12	136245				11/317
13289	Dismal Swamp	34-34.14-12-16-34.1234.	56	12	136245				10/152
13290	Rotten Bay	34-34.14-12-16.12-12.	56	12	136245				10/918
13291	Disaster Cove	34-34.14-12-16.12-34.	56	12	136245				11/824
13292	Lovely Bottom	34-34.14-12-16.1234.34-	56	12	136245				
13293	Damboring Lake	34-34.14-12-16.1234.34.1234.	56	12	136245				10/945
13294	Hell Hound Hill	34-34.14-12-16.34-12.	56	12	136245				10/527
13295	Amanda	34-34.14-12-16.34-34.	36	12	a				09/1001
13296	Useless Loop	34-34.14-12-16.34-34.	56	12	136245				09/780
13297	Hopeless Reach	34-34.14-12-16.34.1234.34.	56	12	136245				10/574
13298	Morgan	34-34.14.12-56.16.34-14.	36	12	b	2002-08-03	Laughton		93/921 1126 02/917
13299	Alderbourne	34-34.16-12-1236-12-	36	12	f	1960-06-08	Fulmer		60/428 544
13300	Hitcham	34-34.16-12-1236-12-	36	16	l	1960-10-22	Hitcham (Bucks)		60/734
13301	East Bridgford	34-34.16-12-1236-12-	56	16	134625				68/1012
13302	King Charles	34-34.16-12-1236-14-	16	12	136245	1969-05-11	Barton Stacey		68/710 69/451
13303	Wiggenhall	34-34.16-12-1236-14-	36	12	a	1964-03-14	Wiggenhall St Mary Magdalen		64/228
13304	Warsop	34-34.16-12-1236-14-	56	12	165324				69/131
13305	Easthampstead	34-34.16-12-1236-34-	16	12	e	1964-10-02	Easthampstead		64/703
13306	Richmond	34-34.16-12-1236-34-	16	16	h	1961-02-08	Brentford		61/125
13307	Coddington	34-34.16-12-1236-34-	36	12	142563	1969-06-07	Coddington (Notts)		69/170 511
13308	North Muskham	34-34.16-12-1236-34-	56	16	134625				68/1012
13309	Ranskill	34-34.16-12-36-12-	16	12	154632				55/572
13310	Repton	34-34.16-12-36-12-	16	16	165243				55/572
13311	Pontefract	34-34.16-12-36-12-	36	12	f	1955-12-26	Ashwell (Herts)		56/52
13312	Wath	34-34.16-12-36-12-	36	16	l	1958-10-26	West Retford		58/753
13313	Boston	34-34.16-12-36-12-	56	16	134625				55/572
13314	Welbeck	34-34.16-12-36-14-	16	16	146532				70/163
13315	College New	34-34.16-12-36-14-	36	14	145362				65/246
13316	Barham	34-34.16-12-36-14-	56	12	b	1955-11-03	Spondon		55/740
13317	Oswald	34-34.16-12-36-14-	56	16	g	1947-12-04	Eastwell		V4/78 48/5
13318	French's	34-34.16-12-36-34-	16	14	152643				
13319	Baden-Powell	34-34.16-12-36-34-	16	16	152364	1979-10-13	Brathay		79/976
13320	Kirkthorpe	34-34.16-12-36-34-	36	12	142563	1972-09-30	Kirkthorpe		63/817 72/863
13321	March	34-34.16-12-36-34-	56	16	134625	1986-03-29	Wallington		55/572 86/406
13322	Donottar	34-34.16-12-36.12-12.	36	12	f	1958-12-31	Anstey (Herts)		59/70
13323	Carisbrooke	34-34.16-12-36.12-12.	36	16	l	1958-12-30	Graveley, St Mary		59/70
13324	Selby	34-34.16-12-36.12-12.	56	16	134625				55/572
13325	Caernarvon	34-34.16-12-36.12-14.	36	12	e	1956-11-04	Kempsford		56/757
13326	Conway	34-34.16-12-36.12-14.	36	16	h	1958-01-01	Wallington		58/54
13327	Rawmarsh	34-34.16-12-36.12-14.	56	12	165324				55/572
13328	Warwick	34-34.16-12-36.12-34.	16	12	e	1962-02-03	Loughborough Bellfoundry		62/116
13329	Ludlow	34-34.16-12-36.12-34.	16	16	h	1957-11-08	Denby		57/768
13330	Staveley	34-34.16-12-36.12-34.	56	16	134625				55/572
13331	Arksey	34-34.16-12-36.14-12.	36	14	152643				65/183
13332	Ardsley	34-34.16-12-36.14-12.	36	16	152364				55/572
13333	Berkeley	34-34.16-12-36.14-12.	56	12	b	1958-09-17	Edgware		58/638
13334	Kentish	34-34.16-12-36.14-12.	56	16	g	1972-10-17	Little Chart		72/921
13335	Woodgrove	34-34.16-12-36.14-14.	56	16	134625				55/572
13336	Pembroke	34-34.16-12-36.14-34.	56	12	b	1957-12-28	Maids Moreton		58/57
13337	Edinburgh	34-34.16-12-36.14-34.	56	16	g	1957-05-04	Cuddington		57/325
13338	Beached Az	34-34.16-12-36.34-34.	36	16	l				09/1145
13339	Neptunium	34-34.16-1256-1236-12-	56	12	f				05/431
13340	Sardonyx	34-34.16-1256-1236-14-	56	16	146532				06/429
13341	Plutonium	34-34.16-1256-1236-34-	56	12	f				05/431
13342	Sapphire	34-34.16-1256-36-12-	56	12	f				06/429
13343	Lapis Lazuli	34-34.16-1256-36-14-	36	12	a				06/429
13344	Opal	34-34.16-1256-36-34-	56	12	f				06/429
13345	Topaz	34-34.16-1256-36.12-12.	56	12	f				06/429
13346	Citrine	34-34.16-1256-36.12-14.	56	16	146532				06/429
13347	Quicksilver	34-34.16-1256-36.12-34.	56	12	f				06/429
13348	Americium	34-34.16-1256-36.14-12.	36	14	152643				05/431
13349	Turquoise	34-34.16-1256-36.14-14.	56	12	f				06/429
13350	Jacinth	34-34.16-1256-36.14-34.	36	12	b				06/429
13351	East Leake	34-34.16-56-1236-12-	36	16	134625				69/370
13352	Stony Wood	34-34.16-56-1236-12-	56	12	f				83/1064
13353	Wellow	34-34.16-56-1236-12-	56	16	l				69/370
13354	LeCras	34-34.16-56-1236-14-	16	12	165324				09/543
13355	Joanna Lynn	34-34.16-56-1236-14-	36	12	a	1998-01-27	Hammerwood		86/836 98/213
13356	Arsenic	34-34.16-56-1236-14-	56	12	136245				04/1258
13357	Soulbury	34-34.16-56-1236-34-	36	12	142563				02/139
13358	Simon	34-34.16-56-1236-34-	56	12	f				81/453
13359	Thorpe	34-34.16-56-1236-34-	56	16	l				69/370
13360	Castle Gresley	34-34.16-56-36-12-	16	16	m				94/240
13361	Walesby	34-34.16-56-36-12-	36	16	134625				69/370
13362	Kingsnorth	34-34.16-56-36-12-	56	12	f				85/16
13363	Bole	34-34.16-56-36-12-	56	16	l				69/370
13364	Vinoba	34-34.16-56-36-12.1234.	56	12	f	2003-09-12	Rushton		03/949
13365	Alfriston	34-34.16-56-36-14-	16	12	b	1996-11-11	Hammerwood		85/587 96/1247
13366	Fillongley	34-34.16-56-36-14-	16	16	g				93/734
13367	Terbium	34-34.16-56-36-14-	56	14	146325				05/60
13368	Selenium	34-34.16-56-36-14-	56	16	146532				04/1258
13369	Old Man of Hoy	34-34.16-56-36-34-	16	12	e				87/843
13370	Rora Head	34-34.16-56-36-34-	16	16	h				87/990
13371	Shoveller	34-34.16-56-36-34-	36	12	142563				79/939
13372	Brabourne	34-34.16-56-36-34-	56	12	f				85/16
13373	Scrooby	34-34.16-56-36-34-	56	16	l				69/370
13374	Trulla	34-34.16-56-36-34.1234.	56	12	f	2003-09-09	Twywell		03/925
13375	Askham	34-34.16-56-36.12-12.	36	16	134625				69/370
13376	Kennington	34-34.16-56-36.12-12.	56	12	f				85/16
13377	Thoroton	34-34.16-56-36.12-12.	56	16	l				69/370
13378	Willaston	34-34.16-56-36.12-14.	56	12	136245				87/929
13379	Stowting	34-34.16-56-36.12-34.	56	12	f				85/16
13380	Papplewick	34-34.16-56-36.12-34.	56	16	l	1998-09-22	Hammerwood		69/370 98/1039
13381	Wybunbury	34-34.16-56-36.14-12.	36	12	e				88/235
13382	Dysprosium	34-34.16-56-36.14-12.	56	14	146325				05/60
13383	Worleston	34-34.16-56-36.14-12.	56	16	146532				88/276
13384	Halley's	34-34.16-56-36.14-14.	56	12	f				86/103
13385	Hale-Bopp	34-34.16-56-36.14-14.	56	16	l				02/713
13386	Holmium	34-34.16-56-36.14-34.	56	14	146325				05/60
13387	Bromine	34-34.16-56-36.14-34.	56	16	146532				04/1258
13388	Hepworth	34-36.14-12-16-12-	16	16	152364				55/573
13389	Fountains	34-36.14-12-16-12-	36	12	b	1992-01-25	Radlett	2002-04-30	92/209 02/526
13390	Swansea	34-36.14-12-16-12-	36	14	135642				65/735
13391	Melrose	34-36.14-12-16-12-	36	16	g	1992-09-17	Litlington	2002-12-04	92/1013 03/10
13392	Oystermouth	34-36.14-12-16-12-	56	14	145362				65/531
13393	Kirkburton	34-36.14-12-16-14-	16	12	165324				55/573
13394	Tintern	34-36.14-12-16-14-	36	12	e	1992-01-18	Litlington	2002-10-08	92/185 02/1115
13395	Sherborne	34-36.14-12-16-14-	36	16	h	1959-08-26	Langleybury	2002-10-21	59/516 02/1163
13396	Deepcar	34-36.14-12-16-14-	56	12	142563				55/573
13397	Tewkesbury	34-36.14-12-16-34-	16	12	f	1959-09-23	Langleybury	2002-07-24	59/584 02/872
13398	Evesham	34-36.14-12-16-34-	16	16	l	1992-11-21	Radlett	2002-11-12	92/1235 02/1234
13399	Kirkheaton	34-36.14-12-16-34-	36	12	154632				55/573
13400	Farnley	34-36.14-12-16-34-	36	16	165243				55/573
13401	Oxygen	34-36.14-12-16-34-	56	14	145362				04/1169
13402	Langford	34-36.14-12-16.14-12.	36	16	l				04/478
13403	Harbledown	34-36.14-12-16.34-12.	36	12	154632				73/1042
13404	Preshute	34-36.14-12-16.34-12.	36	16	165243	1984-12-29	Preshute		85/84
13405	Fluorine	34-36.14-12-16.34-12.	56	14	145362				04/1169
13406	Wortley	34-36.14-12-16.34-14.	36	12	136245				55/573
13407	Glastonbury	34-36.14-12-16.34-14.	56	12	a	1962-01-20	Stebbing	2002-04-22	62/84 02/526
13408	Fulstone	34-36.14-12-16.34-34.	16	12	136245				
13409	Neon	34-36.14-12-16.34-34.	56	14	145362				04/1169
13410	Lodestone	34-36.14-1256-16-12-	56	14	135642				06/429
13411	Moss Agate	34-36.14-1256-16-14-	56	16	134625				06/429
13412	Curium	34-36.14-1256-16-34-	56	14	135642				05/431
13413	Cat's Eye	34-36.14-1256-16.34-12.	56	14	135642				06/429
13414	Jade	34-36.14-1256-16.34-14.	56	12	165324				06/429
13415	Berkelium	34-36.14-1256-16.34-34.	56	14	135642				05/431
13416	Pilgrims Hatch	34-36.14-56-16-12-	36	12	a				86/905
13417	Severnside	34-36.14-56-16-12-	56	12	165324				75/632
13418	Llanthony	34-36.14-56-16-14-	36	16	m				96/939
13419	Krypton	34-36.14-56-16-14-	56	16	134625				04/1258
13420	Coxtie Green	34-36.14-56-16-34-	16	12	f				86/904
13421	Pipe	34-36.14-56-16-34-	56	12	165324				75/632
13422	Brailes	34-36.14-56-16.34-12.	56	12	165324				75/368
13423	Marden Ash	34-36.14-56-16.34-14.	56	12	b				86/904
13424	Ilmington	34-36.14-56-16.34-34.	56	12	165324				75/368
13425	Cawthorne	34-56.14-12-16-12-	36	12	f				86/24
13426	Oakwell	34-56.14-12-16-12-	56	12	142563				86/250
13427	Donovan	34-56.14-12-16-14-	56	12	a				91/68
13428	Packhorse	34-56.14-12-16-34-	56	12	142563				86/320
13429	Shrove Tuesday	34-56.14-12-16.34-12.	56	12	142563				86/320
13430	Lithium	34-56.14-12-16.34-14.	36	12	154632				04/856
13431	Phlogiston	34-56.14-12-16.34-14.	56	14	145362				04/856
13432	Berneslai	34-56.14-12-16.34-34.	56	12	142563				86/250
13433	Cassiterite	34-56.14-1256-16-12-	56	12	f				06/429
13434	Bronze	34-56.14-1256-16-14-	56	12	136245				06/429
13435	Dioptase	34-56.14-1256-16-34-	56	12	f				06/429
13436	Flint	34-56.14-1256-16.34-12.	56	12	f				06/429
13437	Halite	34-56.14-1256-16.34-14.	56	16	146532				06/429
13438	Iceland Spar	34-56.14-1256-16.34-34.	56	12	f				06/429
13439	Praseodymium	34-56.14-56-16-12-	56	14	146325				05/37
13440	Rubidium	34-56.14-56-16-12-	56	16	146532				04/1258
13441	Strontium	34-56.14-56-16-14-	56	12	136245				04/1258
13442	Trendrein	34-56.14-56-16-34-	36	16	m				96/154
13443	Neodymium	34-56.14-56-16-34-	56	14	146325				05/37
13444	Argon	34-56.14-56-16-34-	56	16	146532				04/1190
13445	Dun-Kerrygy	34-56.14-56-16.34-12.	36	16	m				91/978
13446	Promethium	34-56.14-56-16.34-12.	56	14	146325				05/37
13447	Yttrium	34-56.14-56-16.34-12.	56	16	146532				04/1258
13448	Valle Crucis	34-56.14-56-16.34-14.	56	12	f				96/995
13449	Abbey-Cwmhir	34-56.14-56-16.34-14.	56	16	l				96/1204
13450	Samarium	34-56.14-56-16.34-34.	56	14	146325				05/37
13451	Zirconium	34-56.14-56-16.34-34.	56	16	146532				04/1258
13452	Ashford	34-56.14.12-56.16.12-34.	16	16	m				09/86
13453	Kimbolton	34-56.14.56-12.16.12-34.	56	12	f	2002-11-30	Kimbolton (Cambs)		02/1289
